1.5-09	2.09	-5.86	9.315 8.001 1.314 0.678728459 6.08904109589 11.7882194181
1.5-10	1.36	-6.21	9.214 7.831 1.383 0.704154178 5.66232827187 11.1211439833
1.5-11	0.74	-8.2	9.377 7.903 1.474 0.753236959 5.36160108548 10.4920502182
1.5-12	-0.56	-9	9.175 7.599 1.576 0.851545911 4.82170050761 8.92377017121
1.5-13	2.54	-5.4	9.232 7.913 1.319 0.681905842 5.99924184989 11.6042413961
1.5-14	1.15	-6.38	9.446 8.152 1.294 0.655192964 6.29984544049 12.4421360544
1.5-15	3.15	-5.18	9.349 8.03 1.319 0.678549004 6.08794541319 11.8340752881
1.5-16	1.38	-6.87	9.511 8.135 1.376 0.688300437 5.91206395349 11.8189667806
1.5-17	3.07	-5.28	9.562 8.352 1.21 0.618852804 6.90247933884 13.4959394965
1.5-18	1.71	-6.58	9.086 7.847 1.239 0.646260943 6.33333333333 12.1421541639
1.5-19	3.32	-5.31	9.53 8.357 1.173 0.602877037 7.12446717818 13.8618648366
1.5-20	2.59	-5.6	9.545 8.318 1.227 0.621256048 6.77913610432 13.3890044641
1.5-21	1.97	-7.04	9.504 8.119 1.385 0.706792359 5.86209386282 11.4871077716
1.5-22	2.87	-5.42	9.482 8.316 1.166 0.597255704 7.1320754717 13.9236845196
1.5-23	0.67	-7.77	9.619 8.082 1.537 0.830885575 5.25829538061 9.72697112957
1.5-24	3.47	-5.32	9.494 8.363 1.131 0.576911716 7.39434129089 14.4961521288
1.5-25	1.7	-6.45	9.631 8.302 1.329 0.66646074 6.24680210685 12.4568477957
1.5-26	2.04	-6.65	9.482 8.284 1.198 0.623548639 6.91485809683 13.2852507116
1.5-27	2.06	-5.73	9.721 8.455 1.266 0.638544851 6.6785150079 13.241043267
1.5-28	3.64	-5.49	9.748 8.62 1.128 0.578740642 7.64184397163 14.8944092991
1.5-29	2.91	-5.76	9.862 8.641 1.221 0.615427403 7.07698607699 14.0406487554
1.5-30	3.97	-5.79	9.627 8.468 1.159 0.596094458 7.30629853322 14.2058022623
1.5-31	2.29	-6.63	9.776 8.418 1.358 0.693262435 6.19882179676 12.142587821
1.5-32	1	-7.35	9.889 8.422 1.467 0.793158436 5.74096796183 10.6183072861
1.5-33	3.77	-5.92	9.648 8.545 1.103 0.563645692 7.74705349048 15.1602329642
1.5-34	4.38	-6.42	9.987 8.73 1.257 0.643846709 6.94510739857 13.5591280936
1.5-35	2.61	-5.84	9.783 8.444 1.339 0.672005088 6.30619865571 12.5653810526
1.5-36	2.94	-6.02	9.735 8.509 1.226 0.647033805 6.94045676998 13.1507812022
1.5-37	4.55	-6.37	9.888 8.8 1.088 0.56153012 8.08823529412 15.6714656731
1.5-38	3.82	-6.5	10.068 8.877 1.191 0.60002846 7.45340050378 14.7942982571
1.5-39	3.2	-6.05	9.851 8.663 1.188 0.608266603 7.29208754209 14.242110215
1.5-40	1.91	-6.47	10.065 8.581 1.484 0.797166882 5.78234501348 10.7643709163
1.6-01	2.02	-5.25	8.333 7.154 1.179 0.608067251 6.06785411366 11.7651460233
1.6-02	3.93	-5.27	8.64 7.508 1.132 0.593647107 6.63250883392 12.6472443165
1.6-03	3.73	-5.48	8.722 7.581 1.141 0.59633807 6.64417177914 12.712587677
1.6-04	4.34	-6.01	8.669 7.579 1.09 0.57066425 6.95321100917 13.2810141865
1.6-05	2.57	-5.39	8.653 7.43 1.223 0.625014549 6.07522485691 11.8877232728
1.6-06	3.25	-5.34	8.804 7.648 1.156 0.592979707 6.61591695502 12.8975745877
1.6-07	2.9	-5.65	8.731 7.526 1.205 0.643251031 6.24564315353 11.6999423822
1.6-08	5.16	-7.39	9.244 8.151 1.093 0.568740039 7.45745654163 14.3316795743
1.6-09	4.51	-6	9.253 8.095 1.158 0.605718662 6.99050086356 13.3642902355
1.6-10	3.78	-6.3	9.085 7.921 1.164 0.599280148 6.80498281787 13.2175244357
1.6-11	3.16	-5.56	8.972 7.76 1.212 0.625876092 6.40264026403 12.3986202688
1.6-12	1.86	-6.44	9.1 7.63 1.47 0.811566995 5.19047619048 9.40156517824
1.6-13	4.96	-6.63	9.188 8.094 1.094 0.570225618 7.39853747715 14.1943815649
1.6-14	3.57	-5.94	9.177 8.071 1.106 0.566810029 7.29746835443 14.2393387327
1.6-15	5.57	-7.1	9.222 8.202 1.02 0.534577018 8.04117647059 15.3429715903
1.6-16	3.8	-5.22	9.312 8.115 1.197 0.608465711 6.77944862155 13.3368238395
1.6-17	5.49	-8.04	9.363 8.31 1.053 0.54636736 7.89173789174 15.2095469246
1.6-18	4.13	-5.36	9.22 8.079 1.141 0.608215059 7.08063102542 13.2831304987
1.6-19	5.74	-7.97	9.652 8.559 1.093 0.569296528 7.8307410796 15.0343442811
1.6-20	5.01	-7.56	9.696 8.523 1.173 0.602238196 7.26598465473 14.1522076424
1.6-21	4.39	-5.52	9.604 8.391 1.213 0.625223699 6.91755976917 13.42079645
1.6-22	5.29	-8.11	9.339 8.373 0.966 0.505181103 8.66770186335 16.5742541641
1.6-23	3.09	-5.68	9.756 8.284 1.472 0.806451046 5.6277173913 10.2721672209
1.6-24	5.89	-8.61	9.283 8.305 0.978 0.510715902 8.4918200409 16.2614869979
1.6-25	4.12	-6	9.253 8.137 1.116 0.567968691 7.29121863799 14.3264939229
1.6-26	4.46	-6.12	9.277 8.214 1.063 0.566597757 7.72718720602 14.4970570365
1.6-27	4.48	-7.82	9.558 8.454 1.104 0.565442878 7.65760869565 14.9511123562
1.6-28	6.06	-8.47	9.414 8.416 0.998 0.521323052 8.43286573146 16.1435408768
1.6-29	5.34	-8.36	9.566 8.559 1.007 0.513667681 8.49950347567 16.662523878
1.6-30	6.4	NA	9.63 8.608 1.022 0.534650272 8.42270058708 16.1002443107
