hepta_1287_1                     -38.2978                3.4857              0.3486
hepta_1288_1                     -28.1913                2.3760              0.2376
hepta_1289_1                     -35.1150                3.8391              0.3839
hepta_1290_1                     -36.2730                1.8232              0.1823
hepta_1291_1                     -33.1693                4.3453              0.4345
hepta_129_1                     -26.5132                2.4329              0.2433
hepta_1292_1                     -31.5453                3.1099              0.3110
hepta_1293_1                     -41.9894                3.8025              0.3802
hepta_1294_1                     -34.9861                5.6964              0.5696
hepta_1295_1                     -30.7145                3.1391              0.3139
hepta_1296_1                     -37.9169                7.7294              0.7729
hepta_1297_1                     -37.2140                2.8477              0.2848
hepta_1298_1                     -28.3532                2.4572              0.2457
hepta_1299_1                     -22.9079                4.1086              0.4109
hepta_1300_1                     -27.7528                1.8622              0.1862
hepta_1301_1                     -24.5627                2.3356              0.2336
hepta_130_1                     -33.9597                2.3170              0.2317
hepta_1302_1                     -31.0374                3.0375              0.3038
hepta_1303_1                     -26.9543                2.6613              0.2661
hepta_1304_1                     -28.7662                2.0572              0.2057
hepta_1305_1                     -27.6004                2.8736              0.2874
hepta_1306_1                     -41.5027                6.0155              0.6015
hepta_1307_1                     -37.0999                5.4519              0.5452
hepta_1308_1                     -28.7717                4.0097              0.4010
hepta_1309_1                     -42.8773                3.5307              0.3531
hepta_1310_1                     -33.2125                3.6267              0.3627
hepta_1311_1                     -24.6809                3.2145              0.3215
hepta_131_1                     -29.7164                3.3340              0.3334
hepta_1312_1                     -26.4867                2.9357              0.2936
hepta_1313_1                     -31.1905                3.5794              0.3579
hepta_1314_1                     -22.7406                1.5662              0.1566
hepta_1315_1                     -33.0611                3.4329              0.3433
hepta_1316_1                     -30.3793                2.4508              0.2451
hepta_1317_1                     -31.5792                3.0987              0.3099
hepta_1318_1                     -29.1185                3.1651              0.3165
hepta_1319_1                     -29.5105                2.5676              0.2568
hepta_13_1                     -32.5124                4.4232              0.4423
hepta_1320_1                     -30.8516                5.2752              0.5275
hepta_1321_1                     -25.2881                5.1603              0.5160
hepta_132_1                     -38.4677                4.8256              0.4826
hepta_1322_1                     -33.1388                3.3848              0.3385
hepta_1323_1                     -29.0004                2.6413              0.2641
hepta_1324_1                     -22.5441                2.3208              0.2321
hepta_1325_1                     -33.3752                2.7711              0.2771
hepta_1326_1                     -32.7869                4.7393              0.4739
hepta_1327_1                     -31.9245                3.3254              0.3325
hepta_1328_1                     -35.0239                3.7310              0.3731
hepta_1330_1                     -38.9793                5.0254              0.5025
hepta_1331_1                     -35.0587                2.4449              0.2445
hepta_133_1                     -31.7399                2.8270              0.2827
hepta_1333_1                     -17.8141                2.3372              0.2337
hepta_1334_1                     -30.3310                2.7824              0.2782
hepta_1335_1                     -38.6809                1.9532              0.1953
hepta_1336_1                     -33.4133                3.6930              0.3693
hepta_1337_1                     -30.3378                2.1478              0.2148
hepta_1338_1                     -26.9115                2.6403              0.2640
hepta_1339_1                     -26.5648                2.4832              0.2483
hepta_1340_1                     -28.7052                4.5490              0.4549
hepta_1341_1                     -27.4278                2.6790              0.2679
hepta_134_1                     -34.2457                3.7449              0.3745
hepta_1342_1                     -18.4149                2.7360              0.2736
hepta_1343_1                     -31.1938                2.8587              0.2859
hepta_1344_1                     -30.1081                2.4477              0.2448
hepta_1345_1                     -27.4430                2.3513              0.2351
hepta_1346_1                     -28.3450                3.4049              0.3405
hepta_1347_1                     -24.6058                2.2429              0.2243
hepta_1348_1                     -28.7516                2.8589              0.2859
hepta_1350_1                     -27.9414                3.2980              0.3298
hepta_1351_1                     -38.5170                3.9652              0.3965
hepta_135_1                     -37.4695                3.4539              0.3454
hepta_1353_1                     -26.2420                2.1436              0.2144
hepta_1354_1                     -22.0135                2.9862              0.2986
